Knapsack Testing
No. of Solution Systems, Trial, Pre-processing, Execution
50, 0, 400, 0
check, getRandomReady, getFunc, getPair, acquireLocks, perfFunc, rmFITS/READY, newFITS/READY
38104104, 67717, 16617, 106860, 14118, 8722, 94248, 7093334
37570515, 118397, 30436, 285439, 27123, 77417, 197113, 13787052
41439814, 130895, 33334, 314679, 29817, 81361, 230071, 11529801
43390301, 106760, 25251, 170632, 25194, 90063, 247876, 11886421
43156989, 60959, 14292, 142351, 12340, 33392, 73824, 15245601
40547929, 155020, 32036, 284165, 26984, 73675, 203230, 14687306
40492048, 130665, 33705, 265328, 24595, 123018, 121064, 12746636
42536620, 113187, 30322, 268462, 27391, 110045, 114930, 9795136
45160246, 79892, 22209, 166974, 17448, 78988, 69327, 10235614
45402687, 116579, 31746, 225717, 27176, 16842, 190248, 8317838
48490740, 131309, 34442, 312093, 32562, 83720, 226163, 11746342
31949326, 69769, 18156, 154564, 15534, 42913, 105537, 12593162
31997845, 127738, 33359, 450345, 29516, 82874, 225496, 19669210
91993606, 125990, 32152, 257016, 28478, 77628, 229615, 12317871
30450691, 60930, 15381, 146319, 13301, 36248, 83574, 9754709
34835397, 120037, 29768, 280601, 25822, 73523, 190895, 11215009
32710944, 68487, 16355, 108771, 13843, 7671, 88291, 6532292
38020456, 109479, 28190, 300668, 24165, 66267, 187272, 25557161
40668016, 80130, 18999, 129996, 18572, 9519, 105373, 8085142
36309329, 78565, 20463, 125095, 18429, 50492, 128956, 9873217
34659375, 130611, 33369, 159394, 29500, 163984, 228463, 12351296
31522325, 107142, 27649, 299522, 23881, 60526, 187204, 17593982
37498299, 57318, 14604, 113403, 11665, 32392, 79200, 5510278
39348594, 130460, 34196, 312690, 30728, 81411, 232261, 12572958
42438906, 132810, 33905, 224569, 30062, 17084, 190704, 10792093
33095469, 108160, 27246, 119714, 27674, 15198, 167982, 8306571
36108486, 110894, 27032, 203957, 25216, 14011, 155506, 12271005
31874089, 109387, 25734, 117849, 21755, 112293, 156445, 7200050
37114338, 132900, 32617, 136804, 21134, 81584, 218080, 9081364
34955552, 132058, 33094, 311302, 29461, 102458, 258120, 10766106
33289815, 128535, 32136, 160211, 29285, 83906, 286411, 8419277
35483885, 70185, 16430, 164847, 16415, 44305, 112667, 13111353
42475342, 127534, 33168, 236119, 29174, 118749, 126612, 15064036
39963069, 53189, 13697, 70753, 10622, 53150, 41488, 12172364
43909400, 110601, 31314, 252366, 27451, 78975, 307704, 15506622
39279538, 89466, 22924, 210410, 20413, 56175, 150645, 14115912
41366231, 133608, 31336, 283634, 26455, 75247, 194913, 11145437
45653272, 129131, 31971, 353417, 33683, 85790, 276530, 13388900
41532198, 120018, 30214, 203754, 26383, 15194, 171902, 11893260
43336897, 104696, 26591, 247674, 23585, 62635, 178276, 12763499
42475704, 126752, 32537, 183578, 29130, 116474, 136484, 15183007
40024268, 81821, 18991, 228701, 28554, 51685, 233489, 11179062
32910079, 63008, 15080, 68859, 13711, 35474, 86322, 5898032
27621073, 118681, 28953, 235113, 28544, 73123, 207688, 12861505
31197701, 70993, 17708, 162070, 15944, 42350, 111199, 11805382
32495734, 99812, 25610, 183969, 22138, 90659, 91811, 9467114
34858434, 139560, 32382, 313592, 26854, 81100, 226378, 12231620
31497814, 62432, 14892, 67955, 12298, 36838, 81466, 6827788
37900298, 95896, 22884, 130229, 21796, 82322, 131655, 18701287
36343305, 51675, 14015, 117359, 11571, 33433, 73509, 9821537
34966176, 81661, 20136, 106462, 17003, 68828, 63362, 16612417
38991610, 90198, 24655, 256572, 20902, 72535, 208808, 14326639
40909343, 129683, 34226, 312584, 29922, 82884, 223000, 15798341
39501692, 130560, 33925, 308030, 30157, 82583, 225606, 11344920
32224147, 75296, 19182, 136748, 15580, 46047, 132995, 15126870
40425587, 103430, 26302, 198615, 22009, 61835, 172852, 16149544
39037807, 57506, 14158, 112853, 11137, 32159, 74574, 7190202
37653894, 116920, 27909, 161579, 27355, 15261, 198567, 12650353
42424787, 52857, 14223, 135218, 11525, 31714, 71794, 16356309
39126382, 83480, 22585, 201698, 20054, 51981, 138717, 10011446
34630225, 130224, 33189, 259071, 29019, 108436, 224048, 15174191
39901503, 127168, 32226, 469127, 42690, 83786, 229425, 22483632
43545598, 129087, 31856, 159188, 38336, 74940, 224494, 10602884
46127957, 118994, 29243, 380653, 29751, 52090, 233078, 13897869
40976180, 122034, 30940, 278844, 17918, 46045, 215332, 14230446
40901237, 55276, 13868, 109672, 11195, 31816, 71847, 8896067
46833584, 122031, 30893, 152539, 27998, 78229, 334568, 9185145
46047390, 130700, 32863, 396221, 29961, 105901, 286166, 12930239
86347152, 219303, 33970, 384103, 33139, 82438, 231670, 16922858
37984011, 223011, 34426, 260103, 29310, 83481, 222881, 14063980
40980507, 194677, 33564, 260539, 29606, 79838, 230346, 15233107
39937672, 198928, 34587, 227555, 30914, 17419, 192046, 8859209
34955065, 110650, 28829, 227996, 24976, 15207, 172143, 15406089
28919818, 109563, 28207, 314290, 24406, 69984, 205063, 24372844
30739267, 110152, 27758, 173421, 25668, 14288, 157803, 15370454
28874630, 109443, 28560, 186475, 24671, 14327, 159258, 7749234
36571186, 127804, 33374, 399338, 27265, 73848, 327390, 10760338
32802661, 138176, 23270, 243501, 23327, 60225, 192241, 10647878
33591167, 63713, 14317, 99257, 20273, 48927, 49940, 4933576
39703453, 113951, 30044, 280178, 24762, 76668, 196454, 14192611
29844398, 119484, 31180, 342089, 26446, 96478, 199621, 20046383
34825016, 74188, 18443, 137865, 16154, 44444, 115615, 11977513
32548108, 142295, 31287, 354740, 25692, 69840, 199928, 10589438
33489033, 126982, 32843, 308140, 28503, 83831, 250181, 11964089
31697864, 74892, 18880, 126942, 15673, 10057, 103975, 7812161
36581176, 99365, 27006, 287296, 24815, 67965, 166413, 20724309
34594107, 107847, 27164, 254722, 25465, 65349, 177049, 15605385
39687532, 121283, 30930, 157496, 28468, 15233, 171051, 8743385
35432296, 131488, 34552, 314946, 35890, 114497, 202350, 11470489
43606957, 121656, 30970, 283961, 26909, 74976, 281697, 14448873
42342129, 130014, 32222, 333787, 33059, 83420, 226799, 14658504
40277989, 110597, 27801, 178508, 24274, 68989, 184803, 10007050
45056749, 57971, 13363, 67001, 11641, 34741, 80154, 5176597
39840606, 150289, 32953, 264834, 30804, 124566, 137415, 8389089
46780334, 118493, 32056, 309232, 28924, 104713, 218039, 14308045
40618974, 112261, 28464, 164522, 25657, 14011, 157862, 13039993
42278448, 130966, 32663, 311602, 29115, 79051, 214191, 11616491
43332347, 83225, 21090, 150980, 19270, 10384, 120162, 8430380
46688764, 58018, 14219, 115315, 12796, 33726, 77281, 6085266
38785815, 104022, 26302, 184937, 23321, 92890, 105856, 9825430
45375402, 68111, 16671, 157329, 12696, 39270, 101319, 11308589
33411226, 131512, 32543, 272075, 29626, 116188, 157972, 13076537
31064613, 109220, 29247, 236597, 25671, 75906, 222575, 19534502
35430316, 144424, 24918, 185769, 22390, 58624, 151049, 15111306
28821676, 57706, 14575, 124350, 11303, 32090, 77975, 6898729
37895883, 132387, 30472, 245381, 26303, 105266, 105760, 9526033
34613130, 110335, 29238, 187323, 25466, 15300, 169270, 11984932
32030109, 93187, 23048, 268782, 20856, 56592, 151059, 10214464
34207654, 119145, 30454, 156126, 27020, 15273, 171635, 11366815
32664773, 130515, 32938, 315837, 30893, 115507, 94820, 12538286
31596379, 136981, 31029, 235340, 27830, 85069, 204272, 16659800
38292666, 53027, 14378, 120967, 11653, 32556, 72373, 7787563
36953867, 129709, 33039, 179950, 29235, 115442, 113162, 14441496
40744879, 96231, 26739, 202865, 22244, 64165, 172974, 12315977
31832666, 69899, 17334, 148723, 15479, 42157, 103747, 12520623
31881065, 94979, 25373, 238602, 23107, 61931, 171120, 14812822
42213905, 91730, 23282, 173524, 21182, 56150, 145237, 15505892
95578413, 128851, 33098, 328465, 31259, 94671, 306116, 11391100
43417523, 110546, 27325, 264275, 20836, 77643, 184485, 15075171
40235991, 125479, 32367, 174939, 28679, 132399, 128195, 15394501
40028732, 119716, 32302, 238085, 29020, 82989, 224449, 13557582
41286808, 83380, 20904, 192897, 18095, 51078, 131006, 9179263
46462091, 129227, 33595, 309157, 28804, 81846, 222630, 14811772
40289892, 130480, 33825, 264308, 29780, 84001, 220540, 16362871
38410523, 101706, 26166, 192584, 23268, 90899, 97701, 10646788
44579994, 87440, 25577, 200104, 21127, 57093, 144562, 12496137
42969626, 83346, 20150, 159486, 19842, 50407, 133373, 15984362
39470799, 95753, 24980, 213031, 16384, 48841, 118230, 22720197
43657241, 56866, 14901, 97510, 12408, 33648, 74338, 9135927
46613339, 81775, 21592, 158702, 15590, 42025, 109301, 11752590
43880373, 131713, 33910, 356707, 30187, 83570, 221082, 14989283
28902160, 130710, 37533, 279111, 29796, 82112, 220636, 13955500
96600237, 121008, 30619, 283808, 27087, 73639, 270262, 11404168
32808153, 130554, 34135, 387572, 29646, 84011, 224313, 19483295
35136894, 76146, 19546, 172431, 17557, 46499, 115715, 13103152
53444822, 79921, 19614, 120168, 22776, 64775, 144066, 8624796
35807599, 83064, 20716, 139119, 18926, 10345, 112169, 9035251
35269149, 92187, 23514, 206070, 20418, 54105, 141419, 13935671
30347655, 57549, 13195, 84962, 11846, 6134, 68185, 5473108
28282675, 71447, 19283, 164091, 15214, 45740, 110706, 12119017
32065933, 119782, 29082, 203479, 28481, 15246, 171358, 11944355
32112163, 129388, 33123, 346115, 30313, 81381, 230988, 14613150
29196607, 54550, 14134, 113200, 11174, 34413, 74093, 6556997
39954793, 127168, 31996, 175871, 29806, 146034, 129748, 13515034
41639546, 107136, 35639, 248185, 28272, 113873, 129653, 12780938
42490401, 108992, 29105, 201082, 25665, 14975, 169978, 12330598
42812095, 108485, 27710, 195246, 23801, 15054, 158652, 9630148
34756224, 130760, 34492, 313822, 28884, 84859, 221236, 11292024
32748470, 109179, 27778, 257729, 24442, 66508, 182261, 10482229
33561900, 102591, 14290, 121488, 22086, 13410, 143920, 8228077
35970391, 112998, 37397, 249428, 36498, 115577, 147919, 10132557
34183045, 131592, 33444, 220891, 28909, 16887, 191680, 12370951
42368264, 67186, 15878, 140010, 17974, 71109, 177943, 14380271
41299332, 77512, 19645, 116357, 18369, 9544, 106277, 13751548
41690176, 76060, 19353, 171597, 17188, 47311, 119173, 13553097
42128392, 103172, 25667, 235748, 22951, 64113, 159886, 15742084
39403902, 97925, 24941, 189027, 21952, 64132, 155820, 12065632
43382147, 90972, 23566, 152702, 20862, 11065, 133774, 6770689
100, 4, 121, 27166
check, getRandomReady, getFunc, getPair, acquireLocks, perfFunc, rmFITS/READY, newFITS/READY
58241, 121101, 29283, 279710, 26465, 73194, 270692, 10334520
43875277, 56959, 13662, 139063, 12631, 33136, 79099, 6034617
38625940, 128126, 26171, 395489, 26940, 73025, 252591, 12260049
42742650, 116678, 29265, 196508, 26285, 15221, 248223, 8930946
46511357, 193684, 36941, 435881, 35795, 88917, 296725, 8267687
46470574, 218281, 30725, 314357, 29986, 126209, 158303, 11550130
99042577, 122888, 32843, 177850, 26844, 81892, 223406, 20241453
34992328, 132298, 32577, 177609, 30889, 81095, 223748, 13264687
30618998, 122107, 20052, 181743, 17447, 46995, 127721, 13455128
32613506, 118241, 30526, 289439, 35293, 73403, 270871, 14291507
29666442, 78065, 19433, 170766, 16194, 47130, 113287, 13116682
31316767, 126291, 31771, 252225, 29415, 16336, 210436, 5696353
38253747, 128942, 32849, 149778, 29802, 16823, 196833, 11518405
32756999, 119621, 30499, 283622, 27777, 47046, 215523, 13778108
41550438, 131949, 34141, 314284, 28384, 84247, 389871, 12095162
31638666, 122424, 29857, 205514, 29087, 16045, 173163, 9290598
34816695, 132454, 47952, 294404, 30343, 17228, 192904, 12150232
31813579, 72812, 19678, 147568, 16855, 28763, 123118, 15999652
39835433, 119671, 31445, 333962, 36957, 104547, 214321, 13058730
41909982, 143127, 35951, 408477, 36160, 99666, 287559, 10851212
32625108, 101330, 26394, 240097, 22617, 63902, 161924, 21165979
34236855, 129448, 33620, 317180, 31044, 85069, 218470, 12965815
42009776, 129659, 33158, 334499, 33630, 83941, 220876, 11119031
44435890, 80158, 21081, 136319, 17866, 49710, 175002, 8532975
35445402, 115279, 31849, 214014, 25902, 102774, 111198, 14629797
40433415, 74365, 18784, 172584, 16010, 44360, 116649, 8597289
35815627, 89978, 23196, 206841, 19832, 57105, 144499, 10181542
45250508, 121773, 31430, 242512, 27478, 77959, 211069, 11567518
132947231, 130931, 34272, 309859, 29967, 81496, 227911, 10902093
44067775, 131111, 34221, 232467, 31284, 82990, 231148, 10794158
43939603, 65648, 16398, 216177, 14897, 39846, 109063, 7873675
36664241, 76512, 20223, 128623, 17372, 64488, 70895, 13659569
41824809, 53364, 13368, 97547, 10389, 46567, 50543, 6897195
37816278, 97297, 25631, 242776, 20787, 61205, 162204, 16292838
38883581, 57488, 13971, 86226, 12376, 34672, 72862, 8447476
104640604, 129963, 33835, 270240, 28778, 114880, 119024, 10123418
33594641, 75221, 34336, 388633, 30117, 86632, 217750, 13861970
30148934, 71920, 18147, 113961, 16778, 8695, 99025, 8823018
35696193, 78591, 20348, 126167, 17254, 64283, 70444, 14651580
30069143, 121325, 32833, 171587, 27271, 111693, 113136, 17058528
38383873, 120455, 42344, 291673, 25372, 76199, 199408, 11290324
32563069, 118533, 30919, 307443, 29711, 164170, 279301, 13961350
40976614, 99374, 25299, 164932, 21782, 63023, 151370, 12627959
31819872, 111340, 27729, 276473, 27960, 76788, 199135, 12946214
42160952, 118031, 30718, 361764, 27733, 74912, 198597, 23698967
97954116, 121938, 30027, 241613, 27933, 105015, 108161, 10342859
33873725, 194503, 30450, 253088, 26400, 74321, 201342, 15151058
39719573, 101764, 26132, 292319, 22544, 39170, 172481, 10480973
33847246, 111456, 29152, 193225, 23945, 96984, 137684, 14502667
40849242, 126095, 33886, 179956, 27993, 17409, 194091, 13504453
41700400, 130861, 31755, 274350, 31314, 82062, 225602, 17852946
37233558, 130931, 32923, 263967, 28659, 117687, 118323, 9613554
34663032, 124417, 32387, 220886, 27080, 16987, 195149, 13402341
41736851, 131512, 32307, 161043, 30302, 17188, 193365, 11435910
43766768, 116060, 16100, 78250, 34064, 9107, 107310, 9020255
35273946, 63843, 14927, 100061, 13365, 8316, 78329, 6285847
38229960, 84378, 21322, 144180, 18945, 50914, 128902, 14836212
40778754, 75173, 18325, 165154, 16530, 44234, 111125, 13211188
42271893, 121113, 31122, 253745, 27007, 77475, 206379, 17991707
37360913, 130851, 32082, 259342, 30217, 122006, 182335, 9547576
89982544, 118423, 34131, 394106, 30819, 81521, 224118, 10918561
45699738, 115233, 31434, 249742, 26632, 47376, 225925, 14350239
29690481, 118040, 29457, 202311, 26619, 15301, 170423, 10181657
34124167, 121854, 41863, 368150, 41975, 103506, 302047, 11076074
32574044, 108004, 27983, 341936, 25862, 69638, 184751, 13062920
31066019, 131207, 32663, 225612, 30528, 16893, 192723, 8570196
35362411, 102850, 26700, 236216, 23008, 63224, 157220, 11623551
32479977, 73804, 19523, 207377, 16027, 45440, 114096, 20402857
35276776, 97290, 23729, 143242, 21180, 60003, 151139, 13381577
30909534, 131066, 32828, 225060, 29355, 16527, 190217, 13311889
30685227, 153364, 27036, 139320, 24706, 13005, 143847, 10470903
33712488, 116241, 30227, 160721, 26896, 15109, 173493, 10367629
33914405, 84045, 21353, 240778, 17807, 53462, 130313, 20561341
34716339, 64099, 17061, 146508, 14348, 40651, 102386, 11237091
33226106, 58323, 14704, 106680, 12106, 20848, 83652, 9652674
34805862, 70135, 17066, 106529, 15500, 41611, 98977, 11897257
32979764, 164177, 24966, 273797, 26465, 65981, 200896, 12451535
42144602, 62897, 12176, 65696, 10037, 6008, 73912, 5559217
39129535, 98352, 24236, 159578, 20535, 12992, 132191, 9480925
35015822, 117857, 30842, 162677, 26513, 16217, 174147, 11309489
43866803, 85016, 19810, 320076, 18309, 50851, 153930, 24306260
42168472, 152409, 34432, 236857, 30853, 118423, 123690, 12683866
42591160, 121610, 32703, 398129, 29271, 80474, 228794, 19551955
35501500, 142673, 31252, 285328, 27046, 76771, 197097, 12378795
42654622, 124684, 27381, 214503, 28574, 77863, 223547, 10672926
33357522, 121384, 30994, 318045, 27421, 79181, 192908, 11964336
43183557, 130520, 33570, 454376, 48005, 85235, 226414, 18457725
36498143, 130129, 33615, 314358, 29967, 83425, 242214, 11142413
45481152, 111023, 27574, 182093, 25745, 67301, 289624, 13812394
41324635, 107611, 26916, 188996, 25424, 14704, 159931, 10645646
44530099, 68918, 17334, 80211, 12882, 52862, 43860, 13235063
42773436, 120513, 33194, 180216, 28679, 16748, 244788, 12666595
42519471, 120169, 30677, 283114, 26864, 73902, 275229, 11144914
43940762, 129889, 33264, 218752, 31766, 81461, 347058, 12958519
42148609, 130540, 31170, 222835, 28714, 16982, 258009, 12044930
31972226, 131282, 33435, 314164, 30523, 81201, 216922, 13282564
30627706, 58601, 13402, 83776, 12307, 6104, 64997, 4090004
29523890, 130355, 33529, 311572, 30017, 85154, 218119, 11422283
32438790, 107952, 27393, 312507, 23444, 67450, 174007, 10687545
33295526, 79366, 20467, 124503, 17166, 9592, 132342, 14169420
30383530, 69214, 17470, 114110, 14708, 8623, 94412, 7451176
36863098, 124573, 28523, 261454, 24739, 67991, 178004, 12618318
31318912, 75588, 18534, 143022, 17411, 64455, 65240, 12403879
34388527, 87702, 25484, 225003, 29195, 77923, 162327, 10817013
31201627, 185876, 63126, 116070, 25355, 89202, 86502, 17166942
38067878, 100985, 27389, 150181, 23107, 14151, 151388, 13001672
31139512, 105350, 26860, 185950, 24999, 14123, 152727, 7848505
36454010, 114369, 35770, 485138, 28168, 83696, 264398, 22854439
32244886, 122468, 30615, 205457, 27309, 14664, 174654, 7846329
36318317, 130270, 34056, 274846, 31706, 98398, 245271, 15992131
38924946, 118762, 30843, 285367, 28793, 76739, 304855, 13136514
42037992, 150785, 38891, 390112, 30187, 82503, 236441, 13896938
41020780, 120526, 29577, 261849, 26846, 160423, 102566, 9125562
34797246, 71629, 19130, 170940, 51093, 46742, 119435, 13177983
43769550, 76895, 19273, 172623, 16981, 44786, 113492, 13363578
42131578, 57113, 13999, 77483, 11861, 33099, 70348, 7224823
37614701, 124627, 30754, 302588, 28944, 79732, 225306, 10409098
44684562, 130209, 34782, 401764, 28809, 106451, 246558, 18057829
36697386, 110457, 27734, 140608, 24916, 93428, 90859, 17171714
38407819, 140989, 36982, 426674, 34833, 104903, 350098, 9481335
45307837, 120178, 30637, 248031, 27047, 73300, 203132, 15221871
39755565, 128004, 36882, 290546, 29025, 117040, 111498, 8569442
46755392, 112696, 29500, 300393, 26925, 74886, 222781, 11262718
43760252, 112181, 28764, 258302, 25055, 67126, 179571, 14523977
29566166, 132284, 32011, 225341, 30883, 83916, 197945, 11927426
31936294, 105390, 27613, 177956, 25080, 14533, 151989, 8428224
36092097, 129634, 35664, 324286, 29682, 50062, 227521, 10886573
33134411, 130089, 32768, 166561, 30147, 114374, 113437, 13510352
30457506, 71182, 17089, 176418, 17607, 46333, 121002, 9702614
34618000, 74906, 17190, 91829, 14978, 65276, 134119, 16662328
38996322, 54978, 14273, 101005, 9851, 85408, 114321, 12269918
32133151, 58684, 14463, 113448, 11809, 32932, 73732, 7147309
37328609, 85739, 21374, 141921, 18648, 10559, 119201, 9335526
35059760, 121096, 30605, 200691, 27256, 76192, 196375, 10904170
33110150, 96404, 23085, 219024, 23169, 57340, 155576, 14288530
41103224, 133687, 32803, 220871, 30177, 17374, 192193, 14708487
40319959, 58327, 14474, 99699, 12499, 55655, 42618, 7727182
37149620, 97657, 25366, 237294, 20974, 61534, 159041, 15370873
95452626, 131993, 32873, 301962, 30407, 84232, 225767, 12318971
42796327, 129744, 32848, 208884, 30057, 83265, 221578, 7906177
36053237, 112526, 27657, 140384, 24543, 13679, 173197, 12884117
44136019, 127523, 33419, 235714, 29085, 117005, 124316, 11171904
43970471, 53130, 14329, 101016, 11605, 33212, 77404, 13200532
42603331, 132314, 33885, 288747, 29375, 115722, 112400, 10272800
44940926, 124835, 23843, 265961, 27769, 16022, 170851, 14581536
40505969, 130109, 35544, 217368, 31871, 82072, 224239, 14957800
40378983, 134815, 32427, 277371, 30814, 82448, 225066, 14197596
40741570, 95296, 24911, 200667, 21172, 62014, 161439, 17349189
38203434, 132439, 32508, 317772, 29074, 85204, 220706, 12070045
42979509, 132329, 32567, 277597, 29100, 17319, 194176, 15410861
39536679, 109363, 28724, 226604, 24310, 68236, 180044, 13232901
41862977, 72042, 18646, 255693, 16304, 45070, 114978, 16131173
39572613, 105070, 25957, 220494, 22409, 13110, 204451, 17481550
37690294, 95680, 25075, 251833, 23519, 61794, 154617, 13227591
31141299, 130936, 33655, 386570, 12980, 21406, 235651, 11130366
32524896, 74693, 19270, 145600, 15382, 44798, 111799, 13491693
30944116, 55095, 13862, 108440, 11613, 31556, 94250, 7091384
37527691, 99461, 25563, 99545, 22389, 40386, 174722, 5695490
38616059, 132134, 33605, 215990, 30313, 85315, 219127, 9659058
34128653, 55345, 13714, 50837, 10852, 32800, 72487, 3320814
30238098, 116848, 32091, 287159, 29175, 81938, 224118, 12620448
31639019, 129187, 32081, 313406, 29050, 84653, 214963, 12471624
87037899, 152058, 38967, 150274, 29360, 79757, 225442, 7686977
36338486, 111676, 27064, 258759, 25192, 68280, 188514, 10048218
33997570, 85051, 21105, 406589, 25083, 67546, 184638, 22765944
32422199, 180308, 30419, 149398, 27198, 102900, 101287, 17483617
37757858, 103302, 27021, 303667, 25332, 67354, 180814, 13050101
43797112, 101796, 25316, 126238, 22712, 87915, 84219, 17755427
37607343, 70291, 18590, 134700, 15101, 60655, 62706, 11478865
44198764, 110810, 29373, 280321, 25769, 73105, 194304, 15473492
39613575, 88780, 18466, 151241, 15483, 62238, 58155, 7931152
36369000, 72844, 19799, 180982, 16409, 46944, 120412, 13587387
42326233, 131567, 32242, 273504, 50477, 22510, 255598, 10233785
44422061, 76075, 20235, 125618, 16504, 64649, 67296, 11970079
43599090, 93122, 23439, 248379, 19254, 30583, 135745, 13825733
41460633, 74903, 20313, 230185, 16419, 47541, 115933, 21015635
45704849, 131312, 33093, 310465, 29676, 80529, 220836, 10106278
44887352, 120357, 30232, 200570, 25964, 14687, 165359, 12100251
43096329, 117381, 30272, 278531, 27712, 71754, 234950, 8079074
47045422, 78361, 19994, 145841, 20700, 10466, 109940, 7960668
47679160, 111948, 28271, 180713, 25176, 14548, 153012, 15829676
39313879, 120676, 26832, 315902, 23108, 63074, 170892, 19586545
35832285, 110850, 27978, 257862, 25071, 67983, 186606, 17467345
37811074, 132650, 32868, 274350, 32201, 83741, 232316, 16176700
27653167, 57131, 13961, 80397, 11619, 32822, 72154, 7423198
36882197, 72488, 18108, 70327, 14686, 47864, 111931, 8017804
36608749, 97030, 23239, 154517, 21084, 11896, 191659, 16043128
39206882, 61911, 15082, 86459, 13748, 186855, 76271, 11624203
32762884, 53723, 12526, 51686, 10691, 31507, 70003, 3319733
30214228, 68515, 16354, 112782, 14686, 57524, 62706, 13350878
31285934, 92202, 24157, 222802, 19989, 59342, 203265, 8757689
35183961, 80749, 19544, 191397, 17749, 66906, 68512, 10572356
34074652, 133372, 33344, 220686, 28112, 16797, 195925, 13962483
41251697, 132675, 33539, 313202, 30718, 84654, 212562, 12939494
32626097, 121131, 30472, 225237, 27612, 14922, 239073, 10811013
33358554, 131533, 32462, 126642, 29591, 362681, 191070, 11508892
43387006, 133501, 34712, 255413, 28598, 113387, 121851, 13150346
41929684, 52544, 14380, 82293, 10728, 47279, 44799, 6477214
38168713, 111591, 29974, 208299, 25630, 75287, 199872, 15427381
39651490, 89914, 21290, 149038, 19699, 10621, 129189, 6659460
38173506, 114081, 29831, 184181, 26299, 16949, 173755, 7859424
35933461, 83300, 21144, 173987, 20102, 10418, 116628, 15132012
40386861, 70637, 18654, 170603, 16471, 44974, 114064, 13336895
43177633, 113893, 29198, 118909, 26437, 102900, 210085, 11899404
42339084, 77893, 19034, 105550, 18130, 9185, 103553, 13280599
42248117, 93587, 21919, 207292, 18784, 52307, 135690, 10057668
45419043, 114552, 30286, 279439, 26646, 71809, 196334, 14638450
40733145, 132159, 33189, 282418, 29461, 16497, 196742, 16164169
38937306, 120213, 30784, 342268, 26682, 73340, 202829, 15612634
39206762, 74967, 18829, 163545, 15962, 44387, 115174, 13266101
42298166, 59882, 14996, 115666, 11804, 33577, 75787, 12538123
43204763, 110129, 26571, 256430, 26378, 66508, 178261, 11289274
44012358, 130937, 33375, 225250, 29411, 16923, 196517, 8539914
46621461, 130335, 32492, 252762, 29616, 115537, 120778, 17035657
38223117, 121285, 32392, 423827, 28613, 84237, 228188, 19234589
46861329, 119279, 29799, 199453, 26134, 15284, 169024, 15957705
28225466, 130836, 33489, 229731, 28433, 114916, 122834, 11697291
32094688, 64105, 17225, 139746, 22447, 69553, 57412, 7280720
92887942, 85473, 22383, 283650, 22687, 60152, 164957, 12714427
31490999, 74957, 19014, 150519, 16337, 44888, 115923, 11710188
34371405, 121795, 29332, 128224, 26285, 72343, 195381, 7539527
36553030, 123855, 30367, 441492, 30057, 82138, 219859, 22857231
31977977, 57430, 13524, 80496, 11963, 6040, 66367, 3285446
41455510, 120633, 29555, 281849, 27390, 83505, 214298, 15740436
39411249, 118611, 29119, 209559, 27060, 73594, 204712, 11792930
43736653, 122201, 30277, 386073, 29932, 77878, 215910, 12981075
41828288, 120129, 29724, 280690, 26851, 75198, 196138, 15267061
39799032, 108618, 31093, 132887, 25777, 41990, 185633, 7617695
36616257, 122454, 29461, 252201, 28681, 74873, 205862, 14641085
40325068, 81940, 18802, 201997, 14192, 39158, 97787, 20355044
35235055, 117809, 26444, 238925, 25299, 14846, 189278, 16356932
38695630, 58171, 14367, 113356, 12350, 34456, 72731, 7849103
36653566, 73361, 18995, 118759, 15802, 8900, 100803, 7689830
36778951, 97634, 24709, 407413, 30157, 55165, 385834, 21822484
44256632, 58129, 14320, 146947, 11382, 35131, 84216, 18289499
37356227, 108088, 28320, 222842, 23342, 59169, 149997, 10933498
44198036, 60503, 15127, 90591, 11400, 7136, 70577, 5156432
39484345, 111564, 28636, 260058, 25007, 70373, 179704, 9487677
45797769, 84107, 21237, 191415, 17549, 49793, 131295, 17715957
37713114, 110943, 26631, 179607, 25529, 66705, 183869, 13918644
41386846, 121189, 31069, 206895, 27556, 82098, 223161, 11399951
43886232, 132845, 31736, 260950, 30047, 17619, 274621, 12208718
42524926, 59091, 15030, 157532, 12268, 36554, 78295, 18763001
36977378, 63832, 15680, 69509, 17114, 38819, 87959, 6742965
37659932, 118764, 17895, 250970, 30800, 81902, 263376, 11498119
43925942, 121207, 28610, 376143, 32508, 93506, 198952, 21366605
44550311, 119303, 27938, 195182, 23564, 67655, 209445, 16539952
29243211, 90260, 23400, 145280, 21127, 55588, 140670, 11008418
33236911, 57556, 13819, 85188, 10828, 6232, 67933, 4946648
39944578, 129323, 34472, 314700, 31024, 152890, 220942, 14056150
40807937, 73305, 18752, 165959, 15839, 45679, 119648, 10714262
33856554, 130475, 32137, 215635, 28824, 78670, 221127, 13592254
41232783, 117636, 19651, 171896, 16850, 47505, 116646, 10833548
33711202, 97150, 24754, 239227, 22023, 62521, 167208, 15318289
39715578, 77092, 19714, 120474, 16931, 45597, 119586, 10706096
34002488, 101616, 24845, 234101, 22456, 66621, 169818, 14622771
40551794, 81553, 19591, 126980, 16878, 10206, 107772, 13951594
41689402, 131066, 34607, 315256, 30909, 84694, 217173, 12258588
42726512, 103881, 26077, 236559, 24713, 66519, 170074, 14766266
40322716, 80726, 21092, 136281, 17850, 50836, 122397, 11944716
43753088, 110197, 28627, 345793, 23713, 70721, 187136, 22594123
