Knapsack Testing
No. of Solution Systems, Trial, Pre-processing, Execution
50, 0, 400, 0
check, getRandomReady, getFunc, getPair, acquireLocks, perfFunc, rmFITS/READY, newFITS/READY
39739398, 110366, 29937, 300084, 31314, 73053, 213807, 15191119
40512326, 127269, 47501, 345031, 16856, 68560, 129775, 23290996
42262678, 48063, 12646, 79247, 12567, 5858, 73468, 4506138
40051281, 127110, 29010, 394787, 31638, 69916, 198251, 11551880
32355140, 60615, 16282, 108275, 15802, 8573, 91655, 8884327
35679973, 86928, 23154, 291409, 22811, 79935, 91655, 23531749
31984625, 120072, 30780, 311173, 27079, 70464, 252799, 12867548
30970160, 84666, 23309, 193504, 26395, 14818, 143761, 10993929
33217630, 135392, 31415, 483502, 31887, 106387, 119537, 21882624
33270159, 95235, 27702, 145466, 25016, 68842, 195222, 17425145
37892921, 103118, 26798, 305962, 29453, 38905, 205449, 16715736
38477524, 133755, 56749, 139948, 14009, 6378, 72885, 17923910
37388315, 94522, 25052, 251268, 26884, 64034, 178534, 14670010
40829299, 110677, 28433, 210760, 30689, 16502, 184387, 10133633
33927871, 63461, 17040, 88918, 16822, 58183, 58268, 15156393
40465946, 94361, 26961, 443731, 27635, 70273, 200046, 27300405
38995789, 102093, 26299, 173199, 25568, 67462, 197298, 18379092
38437114, 56009, 14408, 73100, 13818, 35633, 177957, 16796916
38673264, 79460, 20553, 127744, 19047, 54241, 110101, 9645544
34999269, 104322, 29190, 215526, 29110, 16446, 185854, 11386643
43700352, 72769, 15276, 189547, 16934, 41061, 121364, 19904102
35735535, 110301, 33039, 229301, 30377, 16777, 183098, 11639787
43661995, 101894, 27818, 329944, 30539, 99144, 215339, 17649296
37332744, 68410, 18657, 219632, 19170, 45401, 129298, 20412742
46225047, 74086, 19400, 86303, 26678, 12286, 234415, 16529461
39021171, 111890, 30794, 335087, 50748, 22725, 207903, 17563291
37463878, 62377, 16553, 158874, 16889, 76751, 112038, 9133306
46325513, 94737, 26210, 185315, 106678, 18285, 187328, 12123772
43081904, 84206, 35346, 205067, 50615, 152735, 88437, 18361494
48114158, 106721, 45217, 373966, 16869, 67578, 241561, 11431275
43519520, 88882, 23673, 192228, 27172, 101436, 233921, 11295168
32963274, 108918, 29055, 366527, 30087, 76240, 227713, 11193616
88460102, 111052, 30017, 210705, 30217, 16727, 257208, 9887828
34032952, 87552, 24044, 229599, 23879, 54821, 161330, 12018614
32234183, 109389, 29050, 231230, 32838, 17153, 188530, 14977371
29031243, 62621, 15791, 114876, 17325, 8828, 94986, 5756489
38766983, 78912, 20411, 148932, 20378, 71651, 84949, 10546490
33951237, 56334, 16733, 249771, 16232, 39559, 122778, 32029553
34560986, 67235, 17725, 208840, 17952, 54367, 171318, 18748621
36470037, 59809, 15891, 124711, 15788, 38815, 108767, 14716583
41172055, 107886, 29090, 400337, 29350, 75188, 225948, 11950559
31865955, 92783, 25705, 246890, 26106, 60579, 181930, 16195664
39139679, 184255, 43001, 304453, 30317, 74846, 221133, 11406075
34062601, 68625, 17610, 172977, 18695, 43015, 121017, 13206020
42492560, 146101, 35680, 367649, 30413, 69980, 311705, 23591852
42302543, 81424, 21555, 129672, 21648, 74870, 76934, 16012712
39597765, 128276, 34477, 795187, 37494, 101311, 384186, 21762481
43569965, 44800, 12088, 178339, 13878, 34623, 73325, 21177834
34536141, 88373, 23168, 279130, 26427, 62291, 195981, 12177465
43101560, 81900, 21993, 175986, 22100, 12364, 132602, 16701116
38568461, 62865, 17366, 114799, 16934, 8914, 97662, 10717864
45075628, 111799, 29285, 499382, 40716, 95688, 227643, 19095709
35761837, 111343, 30102, 299893, 30042, 75078, 222145, 14581543
40444043, 65360, 17900, 163845, 16703, 41436, 119677, 13539584
41932637, 223578, 50572, 699960, 40240, 92781, 336761, 18255040
47407695, 79116, 21678, 154311, 21688, 12501, 130527, 9428802
46008300, 112145, 30899, 369499, 30803, 73308, 223879, 19379574
153355387, 227587, 38010, 164963, 99462, 96385, 361817, 16552598
43215057, 103346, 27368, 111462, 26374, 66789, 200229, 15555451
28664274, 110737, 25723, 119970, 87503, 71323, 240062, 15108970
28919877, 71720, 18258, 122606, 18398, 10844, 122929, 14804493
29661306, 71569, 19280, 189410, 19844, 51394, 133695, 13963017
30278305, 69004, 18950, 220838, 18950, 26805, 133628, 15626028
28788559, 103791, 28139, 330274, 28290, 66865, 198776, 19972122
35234925, 126362, 31170, 362989, 30883, 74636, 290647, 26981440
94714504, 110922, 29070, 248293, 28904, 17659, 193937, 14394995
29568737, 101006, 27653, 316835, 30067, 66864, 197609, 11481546
32733948, 90947, 25292, 177427, 91836, 15149, 157078, 10103232
35835414, 104939, 27887, 112260, 28509, 16733, 181725, 16659687
38372159, 47085, 12347, 94273, 12405, 6708, 68211, 8319777
36665502, 110331, 31225, 189192, 28934, 77437, 224816, 18253379
36980243, 110972, 30002, 218300, 24992, 78476, 230824, 19292459
35865654, 109528, 25607, 407676, 52871, 140495, 285229, 19997674
34788441, 98001, 23001, 122523, 24502, 61016, 171411, 18954281
36463955, 94438, 24190, 247387, 25505, 60470, 173739, 14636103
40630269, 61196, 16468, 209136, 17272, 41337, 112600, 18307149
37307492, 79216, 22172, 201240, 21152, 48712, 142949, 13673649
41728003, 107705, 28057, 355959, 29185, 70848, 223147, 19808321
46492304, 113653, 30368, 370987, 31636, 73058, 223282, 18172602
36918219, 69876, 18758, 131553, 18957, 10548, 112175, 7068511
37317798, 102303, 27025, 401267, 29363, 68304, 194879, 15449101
39484856, 71106, 19288, 186832, 19481, 33913, 135348, 8709526
35934163, 112200, 31074, 301993, 31746, 74095, 386682, 11181441
43558764, 68510, 19343, 209565, 20075, 10932, 116409, 7086957
37343729, 115437, 31531, 216382, 32147, 18892, 186942, 11171691
43992809, 78498, 22722, 196678, 20088, 51169, 136933, 11528527
44195527, 112611, 30858, 516963, 32062, 81442, 221393, 31367809
45727987, 101270, 27131, 112250, 26775, 67154, 194718, 17847052
37169701, 51454, 13400, 119068, 13409, 6967, 81632, 15730254
39974611, 95413, 25372, 135137, 26855, 88097, 281650, 18958057
47459078, 58072, 13632, 85394, 16940, 51450, 57780, 13615722
42588091, 46186, 12565, 110325, 11680, 28769, 70767, 8468148
37797186, 98500, 27421, 113988, 28784, 66850, 200758, 17255754
38098748, 112195, 29291, 300781, 29400, 75318, 223363, 13000795
31006047, 101876, 27417, 270745, 27826, 68423, 197739, 11197735
32946521, 139189, 28930, 328604, 28601, 68436, 213293, 18005138
37163525, 112301, 30107, 318465, 31440, 77293, 226269, 14515053
200, 3, 143, 27685
check, getRandomReady, getFunc, getPair, acquireLocks, perfFunc, rmFITS/READY, newFITS/READY
41207, 100348, 17817, 308625, 29536, 71254, 233966, 14430619
40026752, 59024, 15464, 118340, 25275, 65717, 148570, 14408474
41180253, 136841, 50116, 501830, 34649, 84909, 282621, 17343164
37316928, 68225, 18308, 153580, 20210, 10056, 114283, 19450859
36093112, 49043, 13158, 110073, 11593, 17060, 75649, 7073875
37506118, 94534, 25128, 149325, 25200, 86161, 93717, 12726589
42935089, 98780, 26580, 270750, 26825, 67260, 189761, 12701980
42447219, 109189, 43314, 230516, 31956, 32787, 224795, 10677608
33335271, 80213, 21829, 114884, 22718, 51916, 159409, 19594093
36067508, 108361, 31200, 296942, 30063, 71419, 218467, 12241656
47291839, 67345, 14969, 131840, 19091, 8838, 104823, 15054265
35961894, 46555, 12116, 110128, 12998, 16883, 76520, 8321273
36222301, 107614, 28680, 291554, 32557, 72612, 347299, 15286781
39747285, 112336, 30178, 162432, 29556, 46077, 242300, 18677652
36639423, 103394, 27301, 433740, 28463, 122754, 213720, 25640490
40508667, 102518, 29065, 361366, 29361, 69650, 212634, 18330546
36689906, 105020, 28428, 292537, 28765, 70307, 218101, 11605839
43651664, 111343, 29771, 238161, 30253, 17373, 191622, 12860195
43880397, 161225, 30177, 302604, 30974, 74621, 222651, 17594002
37715616, 111528, 28915, 215616, 29776, 15840, 187022, 9109260
34985767, 112757, 30387, 164878, 30443, 131428, 115742, 13637893
30469440, 51719, 14030, 101894, 13421, 7900, 84610, 6781888
37835502, 113427, 31220, 301938, 30823, 73002, 288388, 11682331
32207899, 80783, 21502, 260180, 22095, 127028, 206037, 20439686
101344011, 92602, 25730, 293775, 31560, 79853, 289310, 15665256
39522144, 56301, 12761, 166419, 12673, 28593, 74812, 26059254
40583090, 98442, 27586, 146232, 25965, 97676, 122321, 13644258
30606343, 91195, 15902, 136089, 12338, 34225, 108218, 6379410
37974700, 131261, 15782, 154613, 15456, 36880, 105770, 9291601
35387710, 109770, 29847, 254573, 31681, 71865, 231190, 12148883
31779548, 82511, 23325, 194407, 23221, 13248, 153361, 14312795
107821058, 104654, 30137, 160558, 29325, 73138, 295915, 18421015
36699867, 59800, 15944, 152881, 15706, 40063, 105138, 13124495
42455139, 96592, 28201, 335663, 123098, 79798, 223268, 27853605
38382755, 107154, 30343, 152194, 29055, 16237, 169002, 16906880
38490130, 108577, 28814, 303346, 29491, 75272, 230319, 11865459
43160162, 93702, 25260, 188078, 25992, 15194, 165951, 9680276
34524929, 63836, 17947, 167941, 17745, 23855, 122627, 13027099
42737381, 110602, 31540, 487185, 35720, 89571, 224841, 19546324
35314201, 109144, 30222, 217921, 30453, 18401, 283141, 14223488
40875023, 110231, 30177, 379416, 34176, 146276, 234357, 23696230
42472839, 98527, 26780, 114436, 25434, 72205, 201048, 18358151
36928347, 98419, 26959, 432880, 28062, 68018, 200446, 25931263
40051500, 90866, 24860, 317756, 24988, 86874, 100244, 20778712
103038558, 81697, 22643, 297166, 23685, 59372, 227018, 20342958
45884569, 59927, 17221, 181034, 16719, 41140, 143073, 20147574
46575722, 135412, 32418, 372555, 32231, 77277, 224244, 12030072
31733264, 91823, 24548, 177301, 27333, 14958, 165796, 12897360
31470591, 100909, 28272, 183151, 27974, 16393, 169618, 12289393
31965132, 81935, 22300, 92589, 21287, 56934, 158924, 14596177
29899187, 203902, 45072, 184777, 30237, 105189, 115131, 15494894
95405767, 107164, 29010, 384943, 30513, 72512, 212047, 14133491
29733125, 104387, 28834, 117973, 28714, 16587, 190885, 16891403
38477136, 100745, 28389, 181525, 27229, 69198, 204224, 22745521
32401357, 88213, 24234, 307040, 24760, 60944, 186175, 18534353
36952147, 102156, 25787, 116406, 29047, 67275, 205209, 16410398
38961738, 100860, 26784, 139992, 26802, 14944, 173074, 15336707
39818528, 60871, 16372, 241768, 15232, 38370, 109179, 25152076
41450493, 69195, 18877, 205183, 19268, 43500, 133322, 13605604
41676474, 47362, 12728, 76271, 12112, 6348, 68678, 16525236
39391171, 95685, 26178, 113154, 26754, 72566, 202028, 15196767
39956592, 69386, 18306, 132904, 19200, 10085, 112514, 9651538
34983846, 91172, 26627, 304074, 25521, 63377, 185365, 21092170
89728253, 108582, 30743, 278556, 30402, 73043, 224210, 19214108
35952457, 109289, 30047, 377060, 31029, 45326, 228329, 13648358
41446198, 99377, 27435, 293739, 28731, 15956, 235012, 11038719
44119394, 108311, 31606, 397356, 30729, 73398, 216638, 14401899
40528400, 107960, 29761, 125460, 29030, 157797, 232353, 19108836
36232005, 109333, 30859, 193672, 31741, 74010, 221048, 14817818
40327504, 106036, 29606, 465908, 31686, 106617, 119301, 21445961
35404852, 94317, 27199, 106891, 24654, 15497, 169226, 18892740
36466423, 79057, 21678, 246657, 22463, 51946, 157220, 19359710
47268184, 87006, 24848, 251909, 26539, 61718, 178682, 12400706
43911176, 96245, 27331, 205594, 27888, 15825, 241583, 8130496
46001738, 77922, 21310, 313223, 25260, 59422, 202093, 23199476
43079648, 43861, 12369, 79122, 12072, 39354, 44344, 9603454
46257247, 87743, 24394, 179700, 23408, 106389, 204513, 8923507
46149174, 47748, 13439, 85257, 12619, 44253, 49319, 7990680
36715275, 95065, 26825, 236577, 25679, 65707, 201021, 12632050
31471711, 50329, 13027, 125458, 12864, 6694, 73820, 15951607
28451388, 60581, 17354, 160830, 16294, 40710, 105900, 12829549
31758393, 110050, 29611, 117437, 29235, 17419, 199189, 20933977
90075347, 111263, 29070, 206601, 29606, 17940, 192594, 12377943
31764307, 85638, 24360, 156480, 23558, 13658, 192171, 12727668
31559690, 45448, 11371, 108596, 11617, 27178, 70680, 7027570
37149422, 45240, 12656, 83506, 12082, 6291, 69558, 7849971
36932610, 62223, 18664, 141385, 17349, 10233, 102304, 15426244
40295554, 135788, 34156, 279509, 48137, 98295, 356990, 17897121
36989766, 62611, 16677, 160014, 16755, 23073, 132544, 8903626
35356167, 75593, 20825, 203136, 21479, 52165, 148534, 11694808
32640325, 46039, 13422, 82677, 12197, 6116, 66231, 3468216
41280147, 84738, 23161, 98284, 24218, 73764, 178525, 19189893
36256489, 109805, 29276, 389484, 30222, 74316, 246807, 17740164
37245244, 108658, 30683, 194618, 16751, 9463, 104873, 16396915
94665647, 110867, 30177, 255670, 31134, 17919, 190921, 16358789
40583676, 106899, 28674, 214392, 30092, 16698, 183109, 12535185
42678200, 108703, 30628, 373192, 30959, 77282, 231967, 17930386
37295536, 55721, 16636, 258645, 16520, 41010, 125399, 32413190
45332064, 102905, 28874, 354194, 30939, 72316, 247602, 15731614
39030728, 80138, 22363, 170536, 22373, 12280, 133959, 13835287
42003023, 114812, 33016, 288202, 34713, 113756, 170909, 15740875
39082268, 95324, 27479, 277579, 28890, 66156, 202403, 11434899
43748375, 130246, 29501, 344465, 28833, 66570, 201204, 19435287
46529183, 46075, 13901, 87284, 12041, 6930, 68422, 6090157
38572094, 158027, 28334, 304510, 27604, 66228, 197190, 16355749
38922752, 46411, 12976, 73458, 11908, 29071, 75355, 15888013
28612365, 63334, 17529, 168956, 17938, 42585, 117502, 10166316
34191605, 50853, 14224, 93221, 13509, 45740, 54857, 11711092
32782552, 42237, 11555, 80631, 10920, 5773, 64792, 5078234
28462293, 87728, 25412, 165637, 23336, 61044, 288735, 18510540
36917782, 102769, 27997, 207593, 29590, 16703, 178237, 8789009
35080026, 44983, 12738, 128026, 13181, 31513, 75451, 17005945
38762933, 47258, 12657, 110660, 12345, 30056, 74267, 11740590
32712625, 74971, 21525, 227009, 25843, 53266, 167017, 13847752
30571062, 64859, 17723, 71076, 15887, 41090, 122102, 16555556
38852136, 74829, 20581, 391229, 22194, 30021, 154486, 25147996
41328817, 47276, 12797, 133198, 12688, 30040, 72095, 16253805
39413191, 102849, 28027, 119226, 30277, 71093, 217550, 16211086
94827768, 106036, 30859, 141515, 29270, 97071, 224290, 22400882
32660275, 57851, 15837, 112640, 48815, 9630, 96502, 5770096
38721144, 60799, 17791, 142357, 18348, 222180, 108314, 14741043
53517554, 115509, 28888, 370919, 31723, 90281, 292880, 16340141
38543929, 100018, 27284, 318305, 29301, 65203, 258367, 17702515
37326226, 60678, 17228, 214955, 17356, 58599, 58666, 17456952
38309048, 97083, 27234, 142813, 25599, 15662, 249988, 18823748
36384290, 91994, 24839, 195853, 24867, 13798, 153025, 11037303
44325380, 92222, 26123, 110073, 24979, 61694, 178109, 19702116
46826987, 109173, 30188, 372956, 33515, 73639, 231466, 18380186
36634449, 81552, 22064, 301813, 22039, 73822, 81161, 18561347
37023933, 104518, 29926, 267422, 30859, 75277, 267381, 14097810
40710716, 50825, 14985, 89672, 12896, 35381, 98585, 18021954
37574576, 58958, 16009, 156734, 16334, 39439, 111060, 12526442
43136610, 108802, 31295, 303882, 30478, 74656, 213741, 12807803
31165126, 107494, 29922, 151503, 30162, 73248, 237258, 18157821
36948279, 62373, 16417, 196378, 16879, 41755, 115019, 18281371
37400121, 108723, 29856, 430229, 38175, 143294, 237474, 14916744
28978471, 97185, 27533, 280461, 27318, 66240, 197948, 13123347
30718787, 45806, 12333, 132857, 12397, 29930, 76316, 15865817
28721825, 60554, 16102, 84524, 16257, 9113, 100987, 21955324
33541008, 58052, 15651, 212925, 15352, 55044, 56058, 18246526
37501037, 77923, 22804, 123348, 21188, 78375, 85711, 16755991
38844683, 85523, 24799, 257121, 23569, 14079, 155800, 17121899
37944768, 44265, 12329, 45369, 11370, 123175, 53731, 12699557
31840404, 45761, 12836, 135286, 11346, 41003, 44449, 18514972
37649254, 100066, 26767, 449273, 24757, 67033, 274661, 27820027
37643951, 95633, 25113, 99769, 22384, 13753, 114167, 17316295
39977138, 96869, 22811, 99866, 26179, 15722, 145254, 15620087
39979847, 106322, 30719, 203063, 29877, 146741, 226154, 19859036
35352810, 99128, 27038, 271498, 103686, 76390, 214448, 15433463
39569895, 76080, 20640, 271511, 22079, 73630, 156976, 23572333
42997363, 116381, 26215, 140276, 24331, 62872, 208382, 17925630
37337148, 104268, 30668, 374876, 30995, 79773, 231025, 20610992
45575980, 111108, 30914, 486599, 30679, 80479, 267076, 23702383
42246311, 131729, 34637, 418885, 39693, 92721, 255229, 11840625
42971373, 72417, 21271, 257173, 20974, 52547, 153512, 17640757
37824506, 99324, 26691, 262791, 16894, 43032, 123293, 16358120
38629939, 54113, 12780, 369138, 14050, 37504, 101123, 22525471
44141843, 53551, 14389, 250004, 14073, 51645, 49899, 12805220
87466967, 105601, 30082, 408786, 27451, 103631, 126672, 17749488
48325507, 91186, 25355, 80878, 25466, 73956, 348131, 17435450
37669418, 48391, 12483, 103060, 11468, 28968, 72768, 9118428
35333546, 59622, 16770, 221674, 17666, 59677, 67829, 23010885
32600259, 56793, 15699, 145141, 14898, 38891, 114954, 8603500
35701299, 78452, 21778, 137821, 20332, 73501, 92045, 11615376
32983090, 94554, 26557, 94651, 24980, 14861, 176260, 15427208
28835163, 97435, 45667, 97502, 30458, 75408, 230945, 16115292
39277136, 109680, 31084, 150335, 30934, 74125, 230524, 18123490
37156945, 128372, 32457, 399701, 42865, 100239, 393980, 12807789
30789418, 64035, 17461, 303130, 18024, 42988, 117146, 30104607
36440720, 88934, 27072, 145572, 24101, 86802, 93709, 16463854
39093431, 104693, 30368, 285035, 27652, 107470, 240326, 10812262
33038575, 79630, 22560, 323418, 23763, 57902, 160721, 20549412
36359423, 46699, 12920, 102282, 11798, 28752, 76128, 7900514
36506834, 72950, 20507, 65870, 19252, 50855, 191230, 16226017
39357441, 64075, 17820, 183389, 16290, 41446, 119466, 26559222
40172730, 129398, 30363, 283643, 29075, 72887, 239183, 14566854
40396618, 45917, 12963, 100655, 11071, 17472, 76405, 8717605
35809020, 98398, 27101, 227320, 27198, 66735, 202460, 14383262
41192997, 104784, 28388, 196654, 27792, 16016, 187382, 8713316
35046498, 76437, 21545, 83824, 21123, 51678, 153144, 17564681
38011946, 59780, 17209, 51027, 14820, 40128, 109613, 15064293
40649232, 92482, 25333, 273462, 23889, 63790, 183172, 19155048
35878866, 84478, 23663, 298769, 22788, 81982, 86135, 20858915
45737974, 44837, 11569, 103454, 10605, 32099, 72414, 8435442
47238464, 103426, 28188, 188254, 28434, 15885, 183359, 12303849
42940463, 92242, 26162, 295086, 24490, 35491, 188913, 18455069
48039819, 105380, 29385, 403960, 29370, 116795, 115989, 18795220
47320848, 73049, 20303, 159603, 19504, 11336, 123303, 16931856
27335584, 107229, 29932, 193016, 28809, 72081, 228901, 18952591
47613961, 111328, 30858, 364262, 29811, 107875, 124011, 23370919
42793129, 84870, 26223, 292354, 25813, 160163, 201932, 15504553
39589877, 64847, 16009, 159519, 15543, 41205, 105311, 16948920
38531601, 86494, 24359, 170936, 22541, 13089, 144386, 12193013
32321151, 130302, 16246, 158440, 30217, 74432, 225628, 19516943
35715256, 81314, 22574, 160111, 21208, 11836, 138178, 13675877
30681981, 90605, 25461, 234431, 26367, 51615, 179732, 14728751
96152336, 109063, 31115, 360143, 29191, 78801, 225733, 26087319
28633469, 58114, 15297, 179632, 14747, 40704, 111818, 17129810
40322853, 98446, 27404, 110277, 27742, 67715, 208544, 13023150
31205849, 92145, 33607, 207185, 27030, 14370, 175934, 11563001
33254286, 104603, 29029, 377893, 30824, 76235, 321011, 18266194
36317272, 100500, 28384, 304924, 30481, 71738, 212210, 18882491
36210715, 100389, 42673, 120099, 25368, 15537, 237703, 17746120
37578140, 108322, 29902, 373819, 39358, 91163, 224350, 22270862
32776398, 88772, 21468, 180470, 22430, 12285, 158363, 7346147
36831665, 75380, 20109, 149401, 28087, 51715, 145009, 20903848
34476825, 58201, 16089, 136533, 14580, 36357, 103351, 10904749
33791385, 105575, 31285, 281617, 29060, 75213, 221193, 10317798
33357956, 47353, 12824, 165219, 13230, 32995, 77671, 26253617
40848462, 100558, 27840, 262653, 26958, 15332, 174023, 16804927
38332141, 109364, 30739, 116981, 38371, 95413, 272368, 20053614
35188829, 108872, 29471, 286048, 28248, 74275, 258301, 12295571
42846032, 91737, 25456, 237602, 23637, 61774, 176678, 11288522
44093989, 103216, 28413, 243428, 28924, 72782, 239524, 14871725
40423179, 107640, 30573, 287786, 28969, 75368, 226089, 12350924
42651718, 110296, 30042, 286198, 46043, 73053, 219685, 10638539
44534369, 99867, 28882, 259516, 27849, 76268, 210572, 16905219
38088963, 89303, 25308, 208493, 28135, 15475, 154207, 9203444
46382951, 108382, 31180, 286799, 31961, 45086, 228634, 14807962
40301282, 109705, 28038, 225282, 30929, 16076, 212929, 14204913
41133602, 105325, 30763, 462752, 29300, 78695, 219419, 24707018
186139978, 111318, 31170, 286429, 108707, 95418, 244536, 15131560
28844163, 100570, 26445, 108811, 26428, 15942, 168999, 17732076
39048694, 74291, 19261, 187057, 17395, 26802, 120892, 14644682
29934016, 69736, 18116, 138944, 18652, 10361, 114808, 12615778
31780155, 60996, 17378, 118896, 15423, 9156, 97095, 14977786
40853160, 92121, 25814, 229239, 26543, 58510, 235557, 13195369
30525677, 45254, 13887, 105790, 11630, 33187, 75621, 5969602
38941665, 183395, 19882, 159931, 37176, 120006, 314648, 18177439
36847979, 103045, 77518, 330983, 26099, 71956, 221519, 19021381
36204242, 111429, 31625, 199264, 30603, 75855, 229512, 25853329
40378775, 96834, 26325, 178963, 26014, 14623, 171191, 7946327
36330801, 156772, 28271, 89867, 27230, 17101, 174995, 15815962
39518717, 204355, 28007, 279463, 17359, 63665, 208352, 9966159
33978194, 61934, 17209, 174983, 16062, 42133, 111404, 18795742
36801650, 85391, 24595, 148772, 23634, 55928, 204346, 21588459
44948702, 181735, 30864, 285842, 31525, 75162, 211676, 13333488
41508192, 96913, 28460, 359593, 37016, 128019, 393655, 11325535
43536894, 46947, 12408, 109848, 12082, 6512, 69941, 16457062
39321522, 97774, 28213, 163779, 28949, 68201, 226250, 16382291
38938613, 104292, 29090, 416489, 29431, 74817, 219108, 19598782
46407712, 53312, 13911, 101917, 17219, 9500, 83127, 11881611
43925888, 101333, 27079, 258478, 27371, 66348, 196790, 11574439
43610475, 75778, 20532, 157061, 19567, 10811, 124724, 16077112
39301691, 174008, 43881, 420502, 47529, 97140, 292029, 17527932
38010944, 57633, 17809, 103943, 15660, 41130, 114351, 19842391
45993883, 44233, 13732, 94267, 12668, 33672, 81407, 10518961
45406071, 68021, 18377, 191498, 17864, 45179, 128527, 19958807
48274238, 64130, 17502, 162498, 16506, 42998, 170634, 11193486
33046733, 46324, 12137, 126492, 11088, 41829, 41755, 16759599
38987664, 42437, 11148, 68339, 10457, 28840, 71324, 16680741
39282645, 156014, 27266, 259049, 26348, 3747581, 242625, 13354837
37900797, 94090, 27155, 261347, 26036, 15810, 213061, 8968339
35050485, 73429, 20408, 183991, 19538, 48483, 139246, 11586770
32965134, 107484, 30758, 285336, 29696, 74100, 226404, 15454726
39532718, 47033, 12813, 74468, 11388, 6384, 65677, 4417973
40263675, 86133, 24114, 151067, 23583, 13072, 140935, 10875766
33492484, 109829, 29476, 405158, 29435, 105630, 192674, 15698078
94873286, 111108, 28794, 196713, 27546, 16757, 159491, 7240117
36776978, 65902, 19189, 207970, 17794, 44024, 122337, 18394745
37322519, 109329, 30202, 476888, 30638, 102623, 115738, 20608495
34239991, 45533, 12776, 94584, 11144, 30720, 79792, 10648735
33996166, 92426, 24106, 163127, 23781, 13886, 155603, 8033118
36166006, 51236, 12344, 68089, 11830, 6264, 65158, 8374122
36205291, 77846, 22229, 137417, 21060, 12525, 142761, 13321074
97697793, 60695, 17055, 155845, 17276, 43016, 122314, 9952058
45689674, 76346, 20513, 82621, 18577, 50855, 154967, 15579001
39988532, 107214, 30242, 285892, 29065, 75398, 216056, 12398381
42694571, 105033, 24217, 215072, 31810, 92517, 197625, 14468031
40731538, 65481, 20067, 173915, 18260, 45379, 133863, 14366410
41123362, 68275, 17220, 212238, 16421, 61043, 68251, 19421195
47294398, 59668, 15905, 186817, 15190, 48407, 121901, 19638498
102526128, 107851, 31751, 355332, 30974, 80434, 222751, 10749140
44344694, 99644, 27208, 394777, 28339, 94316, 112313, 21054264
35802931, 86285, 24915, 237790, 28456, 73208, 180706, 15552763
28454499, 62575, 17058, 195616, 51192, 43278, 116099, 29329607
37226297, 108968, 26726, 261366, 29350, 65296, 206697, 9560674
34542324, 50014, 14323, 116318, 11837, 32950, 83165, 9741684
34575919, 44488, 12600, 167119, 10987, 28544, 72701, 22721555
32810720, 41852, 8856, 37685, 9352, 28029, 69887, 13792379
30948157, 45328, 12958, 111688, 11879, 38755, 70280, 6266367
38506676, 99640, 28651, 254192, 27883, 68005, 202010, 14670653
40558482, 92185, 25417, 293049, 23781, 63754, 182302, 26727965
39451710, 86517, 24348, 296506, 25436, 60547, 172088, 13028591
42376718, 93679, 27603, 204589, 28419, 15452, 174776, 13994489
40975013, 44440, 12051, 100395, 12026, 30165, 72741, 11464776
33582740, 108487, 30523, 202556, 48759, 75263, 220627, 19254864
35585042, 94518, 25697, 407768, 25893, 38825, 198758, 25470913
40959834, 108136, 98944, 148080, 30021, 105725, 112952, 14017697
41241765, 58626, 16860, 61156, 14630, 81288, 118101, 17826982
37708224, 109745, 31109, 193256, 30012, 74717, 225818, 14096335
41101753, 101707, 27166, 345455, 30624, 72586, 227493, 16443988
38936400, 177030, 29170, 198267, 30077, 16962, 187232, 12395641
42675315, 94535, 26116, 295705, 27494, 67631, 187049, 19382732
35557887, 59401, 19345, 185012, 16566, 52990, 62902, 19479875
36287349, 42013, 11982, 134359, 12064, 92041, 69273, 19740154
35853134, 43817, 13165, 128096, 12694, 71678, 78710, 15990217
39660923, 106848, 30493, 367961, 30097, 72763, 227121, 11557865
43328894, 68245, 19067, 118759, 17617, 66155, 125953, 16245933
41085419, 104648, 29521, 361677, 28023, 73128, 226480, 20701532
34597714, 67841, 16310, 214869, 16787, 45770, 161027, 15372971
28706913, 122954, 39687, 103332, 27117, 88625, 227031, 19396917
35817305, 93636, 25590, 247583, 25163, 62696, 193520, 9971366
45353490, 99436, 27186, 392371, 27885, 96990, 113974, 21617176
45024251, 107821, 22102, 176519, 26961, 74467, 234108, 19383059
35456265, 97801, 27451, 244251, 24238, 59257, 209085, 10516125
33714908, 97413, 27533, 232438, 26567, 66006, 203832, 14057968
29869792, 52015, 14206, 149012, 14413, 33766, 88714, 18008647
37597180, 69841, 18489, 179480, 21441, 50054, 135582, 15640007
28665787, 47592, 13460, 206484, 16903, 42605, 143211, 16844552
38905394, 91519, 26704, 173227, 34651, 54303, 229098, 21656839
33257904, 47366, 12195, 74045, 11324, 6277, 67378, 5778813
39093957, 109895, 31365, 283016, 29596, 76160, 217224, 15453308
39615596, 91641, 24904, 157544, 23665, 64307, 182783, 23159146
32159840, 47423, 12870, 107538, 11880, 30889, 76890, 8005078
36483473, 64572, 18463, 153781, 16775, 42515, 116815, 13354722
31251085, 99582, 27297, 178455, 27238, 15238, 166972, 12349179
31843690, 111052, 30473, 199159, 29331, 17419, 265056, 12880110
31165470, 98842, 28067, 130055, 26691, 97222, 106433, 13066145
42549570, 92153, 27697, 306635, 25627, 65618, 201618, 17880466
37167594, 70819, 19678, 72019, 18799, 49211, 141543, 18575251
36776611, 55672, 15069, 176376, 14387, 36943, 103322, 20082161
