Knapsack Testing
No. of Solution Systems, Trial, Pre-processing, Execution
50, 0, 425, 0
tx, check, getRandomReady, getFunc, getPair, acquireLocks, perfFunc, rmFITS/READY, newFITS/READY, txRelease
95165, 49971, 139279, 31110, 364834, 36353, 186219, 509533, 4198223, 4028
91725, 48949, 136809, 32324, 319946, 36341, 21624, 385789, 2887789, 4300
111664, 58110, 173437, 38185, 565376, 44454, 212714, 573595, 4133915, 2306
109149, 57533, 154134, 36481, 829496, 54226, 280250, 1208633, 3895393, 4130
101623, 53109, 148821, 33743, 281704, 40713, 23100, 426459, 2594989, 3577
95455, 31073, 84906, 19516, 194981, 21744, 150768, 274086, 1690097, 23790
309489, 50962, 137138, 31695, 361768, 37885, 178799, 616915, 3579849, 4053
106807, 53568, 148964, 33395, 399634, 66963, 240265, 772474, 3031751, 3212
81499, 45927, 126430, 28671, 329773, 33808, 160166, 357947, 2640172, 2946
113080, 61693, 170857, 36570, 669105, 45742, 221635, 713677, 3278119, 4370
67107, 36727, 102795, 23395, 121549, 25888, 218685, 137792, 1736277, 4189
106428, 57408, 150496, 37735, 444462, 43171, 209863, 832122, 3707168, 3889
73015, 41835, 117102, 25349, 288197, 28793, 141794, 486871, 2228230, 2411
75314, 43039, 123786, 28925, 228678, 31183, 18044, 381849, 2072217, 3969
94981, 53915, 149877, 33929, 698866, 53609, 342646, 585495, 3897130, 5086
101336, 59197, 164472, 37589, 543567, 42640, 141480, 626779, 3743794, 3965
56543, 31121, 86377, 18622, 178651, 20914, 12416, 221999, 1029859, 1881
108051, 58375, 165880, 37128, 194228, 43276, 286334, 227624, 2507431, 4019
95218, 52517, 136940, 35244, 523518, 43637, 280226, 522235, 3698494, 4495
152536, 60963, 149053, 33907, 312551, 38832, 24807, 382792, 2839626, 4610
156054, 58510, 164262, 38271, 455447, 43978, 441350, 802941, 3999816, 4805
105623, 49158, 136677, 30929, 433528, 39075, 161400, 434337, 3078634, 3280
214907, 46702, 131308, 29068, 417116, 40450, 169195, 604474, 3568835, 48035
189311, 52213, 185446, 33631, 417755, 77513, 202631, 525002, 1515528, 19205
40229, 27228, 104844, 16715, 169900, 17220, 82854, 235719, 1578263, 1419
106673, 239109, 164311, 38672, 583678, 58100, 229251, 799544, 2447397, 1258
112531, 208300, 201164, 40515, 381085, 52853, 27848, 461429, 2920563, 3167
93840, 112827, 261023, 39418, 460763, 43567, 185564, 578491, 2526692, 1777
48428, 30893, 81024, 17907, 251736, 21904, 233552, 415280, 1862733, 1338
96473, 52664, 121221, 35060, 288088, 38998, 23016, 423994, 2705349, 2414
74138, 45181, 128516, 30876, 258414, 29519, 17831, 348611, 2421459, 2650
89760, 125543, 155562, 38065, 452906, 43878, 178514, 701590, 3657186, 4004
93588, 55761, 153379, 35727, 562702, 44977, 178627, 620953, 5309042, 4281
62790, 38864, 156846, 27598, 306431, 32716, 111321, 303353, 2299038, 1995
67597, 40197, 122523, 25154, 299869, 69454, 119704, 464411, 2235912, 1831
120183, 75890, 154050, 38671, 459395, 42691, 115878, 577834, 3507182, 3904
65350, 42047, 116289, 28136, 314637, 29987, 133205, 482416, 2763676, 2975
44237, 27569, 70216, 15355, 225001, 18429, 75819, 241861, 1694776, 1773
101098, 60763, 266843, 43097, 624249, 52048, 243543, 833220, 3754774, 2405
122213, 57754, 158820, 38156, 456073, 43788, 182102, 570563, 3258443, 2362
91749, 57033, 171963, 38917, 326543, 41723, 25602, 483129, 3249361, 2499
42710, 26643, 71206, 16882, 119348, 16380, 9099, 230282, 760020, 1004
93704, 57183, 226856, 38195, 323141, 42981, 33691, 473963, 2416452, 2761
88521, 53070, 149272, 35074, 288956, 39274, 22900, 378525, 2266115, 2575
90623, 52714, 150816, 35053, 575097, 47276, 257586, 568699, 3756559, 2927
62862, 27593, 73974, 17293, 173132, 17444, 87479, 286371, 3242106, 2571
54089, 34223, 88395, 21094, 224730, 21642, 88787, 238432, 1687366, 1354
92773, 56932, 160297, 38872, 522451, 43578, 164172, 584254, 3552372, 2881
95684, 57082, 162382, 37975, 602284, 42831, 161941, 413694, 2629225, 1480
96982, 57433, 161956, 39057, 460337, 43066, 167674, 484221, 2943890, 1714
88558, 52905, 147801, 35608, 415157, 38459, 154825, 642407, 3274984, 1478
44876, 26616, 73038, 17047, 171924, 17864, 70348, 215923, 1181545, 1442
53365, 33795, 92689, 21307, 180315, 24539, 13247, 280481, 2467371, 1895
105135, 55444, 149930, 36126, 451387, 41418, 171829, 535620, 3631835, 2992
71134, 41901, 120396, 28781, 343727, 32105, 121612, 603197, 2934597, 2917
72615, 46427, 125531, 30301, 248434, 32436, 19093, 267529, 1982802, 2155
96601, 57899, 163961, 38295, 485288, 44510, 164698, 534818, 3480845, 1396
69688, 43300, 168470, 27899, 230170, 30188, 59098, 428373, 2028113, 2228
39038, 26292, 71069, 15938, 171300, 17031, 99920, 164074, 1219995, 1225
43747, 28159, 76409, 17182, 193435, 17935, 75330, 167502, 1308380, 1353
58792, 38141, 107237, 24698, 304147, 28661, 119210, 556111, 2790521, 2297
164189, 231859, 270858, 36482, 303727, 41702, 19759, 320404, 2295869, 2828
105716, 57328, 161766, 38090, 472169, 42805, 172856, 468921, 3240536, 2409
59504, 35442, 100080, 23294, 189226, 24607, 13219, 231313, 1563866, 2441
96962, 56110, 160408, 39098, 488836, 42220, 176318, 644909, 3628297, 2932
93719, 57549, 161516, 38300, 323848, 41568, 21368, 485518, 2754166, 3262
77809, 49442, 136842, 33511, 486321, 35735, 17835, 335352, 1983109, 2216
80114, 48047, 135174, 32035, 259960, 34950, 18405, 524318, 2045288, 2265
60828, 37469, 102209, 23848, 276207, 26487, 100018, 361249, 2196707, 1820
96235, 56536, 281884, 42517, 478482, 41998, 167859, 636861, 3777322, 1581
76648, 46960, 127159, 31038, 431852, 53292, 171102, 505653, 2995648, 2285
93403, 57453, 155582, 36200, 451478, 42765, 171994, 635272, 2457982, 2419
41815, 25093, 70931, 16557, 162434, 17750, 66464, 236835, 1204972, 1406
47862, 29720, 77339, 16997, 229404, 21453, 10244, 283768, 1322230, 1363
48180, 31147, 130161, 18941, 158657, 22415, 9601, 166361, 1196494, 1666
46242, 30385, 79523, 17865, 165759, 21173, 10667, 265763, 1297012, 1947
48406, 30768, 83062, 18344, 273282, 24966, 10481, 187911, 1131834, 1252
77289, 47811, 138128, 32805, 388303, 37616, 135662, 463925, 2278728, 1522
48722, 31200, 83774, 19388, 239800, 21099, 94076, 222643, 1428530, 1575
86063, 52616, 145337, 35100, 450993, 40705, 149752, 466838, 3129061, 1566
80589, 45351, 117128, 28460, 349026, 34019, 117001, 381451, 2786405, 1994
81177, 47858, 292838, 38289, 355870, 40246, 10465, 283907, 1075409, 1659
119903, 70062, 254233, 47696, 823728, 64269, 247954, 981729, 1631658, 1557
89689, 44449, 163488, 48864, 386004, 40139, 238585, 436097, 2905395, 3056
90642, 53444, 141631, 35234, 257584, 38370, 18551, 312199, 2013601, 2802
56708, 34172, 89672, 25858, 240810, 22995, 91079, 216541, 1589480, 1521
81381, 48661, 129413, 32977, 236031, 35058, 17419, 415036, 2256967, 2801
88025, 54077, 128816, 32693, 370691, 37027, 143216, 385476, 2708202, 2750
85872, 52537, 139115, 38059, 274718, 298844, 25025, 664552, 2115598, 3337
46527, 27611, 72801, 17172, 159298, 83195, 12024, 190715, 1191681, 1500
100905, 50733, 128833, 30645, 470209, 36585, 129762, 379981, 2500352, 2169
86790, 52526, 139093, 35114, 396084, 37760, 145386, 509880, 2803515, 3444
87952, 53042, 141275, 54656, 425050, 38009, 162068, 384086, 2726170, 1964
70007, 45020, 117057, 28207, 215272, 31565, 16409, 261156, 1890622, 2731
96600, 71153, 190060, 40420, 448311, 114906, 115211, 382072, 2049975, 2073
85577, 54005, 138055, 36165, 259164, 38691, 19461, 314475, 2063124, 2864
108694, 60591, 158462, 39292, 404912, 40510, 141320, 479290, 3548126, 3095
76824, 45810, 119362, 30123, 331599, 32319, 131978, 368509, 2332555, 2112
41165, 26189, 63870, 16204, 108120, 16848, 7805, 145422, 728082, 1303
91419, 59808, 177351, 39132, 507472, 45978, 176394, 458683, 3223057, 2322
86585, 59737, 137645, 35180, 396851, 38263, 170448, 625485, 3249017, 2846
81349, 49026, 127644, 32833, 356856, 34577, 158281, 506944, 2641018, 2341
78207, 48625, 127813, 75252, 261315, 38162, 17908, 329271, 1802627, 2586
94355, 55995, 146788, 39252, 438418, 41629, 166521, 463975, 2610266, 2678
84464, 53180, 138242, 33296, 282810, 21651, 10490, 268818, 810473, 1314
76604, 46664, 120498, 31805, 333949, 32917, 128891, 379163, 2347419, 2172
80392, 48509, 127653, 31751, 541432, 36927, 150744, 460283, 1497746, 1414
69929, 104156, 113760, 28186, 302220, 29500, 116289, 420351, 2229920, 1937
110522, 71835, 154249, 37298, 434470, 41959, 163355, 461554, 3272186, 2982
86218, 52816, 137587, 34610, 390984, 39355, 151444, 473416, 3163429, 3358
91545, 56376, 150676, 38015, 506340, 40906, 153382, 480523, 3109549, 2737
71903, 45919, 118243, 30843, 395114, 31336, 130976, 483342, 2348469, 2285
86094, 52597, 137962, 34896, 260612, 36967, 18864, 320827, 1981992, 2553
96169, 57509, 154916, 39684, 482136, 42911, 169157, 451508, 3198583, 2856
46791, 30889, 79760, 19014, 201225, 20462, 88448, 222260, 1720857, 1970
80756, 49202, 127993, 31763, 360769, 34913, 185129, 374821, 2548207, 2782
67058, 40996, 107316, 26822, 288197, 27261, 117521, 304254, 2424082, 8683
86535, 52478, 141124, 33929, 406967, 38486, 90914, 449932, 2998527, 3055
97548, 78059, 149759, 54521, 451082, 45937, 158744, 664798, 3296967, 2992
84927, 80130, 136901, 35274, 401937, 37688, 145953, 559988, 3314010, 2902
82856, 47506, 129957, 33626, 393292, 37447, 146207, 663699, 2870484, 2905
87400, 53603, 137743, 34825, 401545, 37220, 146277, 621031, 2798034, 2190
76459, 45943, 121800, 31238, 462207, 39308, 136685, 424058, 2556537, 2434
54509, 32512, 87115, 20628, 287265, 23344, 94207, 330186, 1139083, 1410
56954, 35213, 121271, 35572, 361120, 42510, 21338, 413061, 2294855, 1924
74780, 45378, 117739, 30111, 443201, 43342, 178127, 694515, 3513230, 2954
55817, 29594, 71521, 16585, 162474, 21223, 70132, 172860, 1156251, 1406
48934, 31173, 70188, 16072, 156089, 16904, 65105, 163402, 987607, 1281
51753, 26196, 66459, 16795, 159156, 16654, 68587, 237641, 1041343, 1230
42456, 27090, 92923, 19665, 171812, 18658, 72541, 220839, 1901869, 1808
67789, 41234, 105047, 26197, 285228, 27997, 109139, 433028, 2138511, 2143
96460, 57909, 151177, 39298, 458563, 42165, 160709, 558828, 2633304, 2589
79185, 49049, 128562, 32520, 441820, 42479, 164808, 519249, 3140192, 3282
412871, 63372, 152154, 38341, 446692, 45496, 165845, 791501, 2971627, 3137
120786, 36507, 98570, 28307, 382697, 34206, 134923, 660170, 3250242, 1611
77551, 35593, 87762, 22669, 210152, 25198, 12929, 275627, 1876797, 2520
60522, 39757, 104815, 27129, 285147, 29321, 116528, 325360, 2527232, 2421
74807, 48576, 128952, 32437, 485276, 56660, 152278, 469688, 3228969, 1839
82081, 53524, 140972, 35782, 490125, 38851, 147129, 436152, 3138443, 2325
45367, 32232, 81083, 17593, 252730, 17523, 82572, 671407, 2622846, 2629
69596, 45568, 133266, 30685, 323857, 47539, 122095, 407473, 2428830, 2366
87961, 56782, 166431, 39072, 499946, 42580, 160047, 466376, 3224801, 3167
88968, 56706, 154154, 38611, 430385, 44009, 159867, 611169, 3196022, 2671
135772, 64037, 172149, 51533, 423991, 45392, 171418, 505053, 4523995, 3307
86838, 58846, 155963, 39213, 424557, 42014, 164558, 463851, 2627017, 2179
80722, 53706, 142478, 35449, 388043, 38246, 159676, 786774, 3147784, 3202
81172, 53488, 140359, 34562, 312358, 37363, 18694, 313665, 2104113, 2522
80473, 52468, 220372, 42365, 397616, 41225, 197966, 410405, 4380799, 3277
82403, 53800, 249724, 34980, 537576, 41038, 97433, 537653, 2908486, 2962
41028, 28960, 74456, 17734, 225339, 20304, 78148, 250155, 1453420, 1438
189387, 51108, 129191, 46641, 477229, 43624, 193117, 266725, 1596965, 1333
121657, 45063, 159569, 28640, 444051, 34993, 136625, 410198, 2137347, 1926
226555, 51746, 167565, 35880, 515310, 42615, 162933, 428217, 2973114, 2042
40161, 29179, 67699, 18410, 165793, 18048, 67264, 170760, 1090484, 1320
36808, 77303, 73356, 17414, 175177, 17765, 67991, 182651, 1034731, 1187
35080, 180404, 86509, 19592, 258891, 26047, 88301, 346761, 1730438, 1781
45045, 29223, 79918, 20443, 152404, 20773, 11358, 174247, 1478553, 2180
57158, 37925, 104045, 27344, 354566, 29112, 108035, 363377, 2062312, 1736
64883, 42743, 117926, 30672, 328310, 31777, 122288, 340378, 2597299, 2606
74269, 53221, 154148, 37056, 397527, 37141, 151908, 679679, 3046704, 2586
78811, 53409, 145440, 39388, 469528, 42144, 163600, 535520, 3085415, 3888
68080, 45755, 125512, 33378, 363243, 35259, 134689, 499138, 2503275, 1634
80945, 53840, 145099, 47684, 305963, 40234, 21027, 394676, 2166776, 2418
55761, 38806, 101710, 27174, 291694, 34631, 133961, 343431, 2518254, 5831
73657, 50006, 132479, 34745, 398426, 37261, 154330, 448299, 2673928, 2335
43557, 29272, 77397, 19671, 203807, 20191, 125308, 256185, 1325315, 1276
73902, 49390, 132660, 35724, 395086, 38068, 151089, 376895, 2811936, 2517
41150, 27798, 75835, 19839, 194875, 19126, 76409, 226462, 1333821, 1917
52089, 35091, 98081, 25046, 273076, 25446, 120035, 431642, 2533963, 2474
82374, 55579, 148155, 46408, 455426, 40811, 154885, 661020, 2740109, 1995
81301, 53755, 146222, 38982, 458845, 33639, 226006, 485071, 3165570, 2837
82600, 53740, 142879, 37879, 448401, 43106, 157732, 624396, 2068714, 1441
68500, 46616, 126458, 33263, 251369, 33547, 17948, 289181, 1960639, 2361
67743, 44732, 127236, 33884, 473421, 40962, 238902, 546544, 2807546, 2538
80550, 52603, 143099, 38435, 306520, 42941, 21337, 507072, 3019466, 1455
126130, 103035, 10213394, 21960, 136406, 24138, 8112, 136195, 898446, 1529
98711, 61669, 135895, 40069, 447228, 42580, 161270, 541808, 2461790, 2164
100379, 55088, 147339, 37960, 443489, 40977, 152505, 669219, 3129368, 3162
82274, 54016, 145866, 39163, 303542, 40350, 20982, 442156, 2340628, 3553
56042, 38332, 103024, 26617, 288444, 27723, 353509, 380042, 2377733, 2457
81752, 53093, 145610, 38562, 443570, 40626, 164106, 627796, 3138828, 1804
68497, 44615, 121852, 32148, 362939, 35748, 129164, 529561, 3267841, 2722
102358, 53875, 145344, 39553, 529046, 43482, 151568, 453151, 3010207, 1544
65904, 42682, 116326, 31012, 338413, 31699, 118121, 381910, 3210625, 1637
75459, 49861, 139768, 37905, 433222, 39262, 174189, 539304, 2702819, 2423
66907, 49260, 137547, 36662, 293866, 39693, 20150, 335845, 2399460, 2851
67515, 46672, 124470, 32645, 254031, 34541, 16934, 287582, 1952468, 2253
69449, 45920, 130802, 34325, 442495, 50769, 23288, 603787, 2836305, 3182
54288, 35125, 97775, 24960, 192291, 28275, 12850, 254521, 1424536, 2526
74749, 50963, 136041, 35782, 403190, 37831, 136086, 411162, 3120194, 3052
84198, 53976, 148456, 39387, 453426, 41182, 157041, 691588, 3129158, 3112
57420, 39747, 102796, 27058, 290322, 27359, 100597, 487490, 2564543, 2630
83360, 54020, 147294, 39173, 451442, 41783, 176063, 527757, 2718559, 2202
65345, 43152, 112571, 28794, 337586, 31674, 118125, 389262, 2332825, 2615
97035, 55213, 149814, 38737, 448245, 41077, 149008, 647615, 3151487, 3301
102444, 55324, 149288, 38916, 304355, 41212, 21679, 402278, 2345550, 2601
80370, 54231, 151538, 40646, 444617, 42961, 160558, 604314, 3060871, 2822
68749, 46616, 121270, 31378, 252993, 33295, 16978, 433675, 1960956, 2581
82294, 54903, 149644, 40165, 447208, 58781, 157857, 459806, 3158103, 3032
46718, 31057, 81384, 21901, 233273, 21673, 83232, 361314, 1992384, 2707
83382, 54472, 143786, 38816, 437386, 41522, 164923, 481390, 3141862, 3122
81522, 53891, 146968, 38075, 477468, 48471, 153367, 602795, 2956475, 2548
82439, 54362, 145319, 39122, 437136, 40901, 166456, 961781, 3351058, 3302
83777, 55248, 144106, 37123, 438644, 45226, 150646, 653020, 4306011, 2009
76140, 50384, 138838, 35924, 272630, 37176, 18713, 419536, 2074591, 1780
81416, 53840, 170953, 27613, 438303, 43567, 160188, 463053, 3231727, 3042
70054, 45020, 124541, 33284, 377073, 35661, 139204, 661762, 2692663, 2565
157812, 57152, 145610, 38767, 300946, 43372, 21964, 405049, 2277658, 3112
63529, 42749, 112808, 30785, 267645, 40766, 16721, 301884, 1656767, 2005
74237, 50566, 138612, 35590, 438636, 39906, 140113, 470895, 2733264, 2578
60505, 40988, 109718, 28263, 299368, 28751, 107317, 367664, 2114452, 1965
102047, 54873, 145384, 39288, 290784, 39723, 20185, 474038, 2178411, 2766
100018, 65792, 172565, 47887, 631670, 53506, 185599, 706081, 1927176, 1188
73600, 49412, 132331, 34704, 262872, 37141, 18547, 337727, 1990856, 2370
82639, 54166, 145585, 39663, 458784, 43026, 147805, 470831, 3214980, 3177
80520, 53078, 143350, 38536, 434244, 40606, 157967, 690712, 3021423, 2911
60395, 40738, 109568, 28196, 299107, 28900, 205461, 441408, 2864446, 3167
50189, 25427, 66021, 17653, 147012, 17901, 8664, 129519, 740098, 1228
62845, 42051, 117187, 30198, 221806, 32342, 15745, 261697, 1604541, 1227
38278, 25919, 69749, 22668, 225690, 18129, 67382, 288847, 2139641, 1574
37303, 24523, 65443, 16940, 157046, 17717, 41849, 216776, 1072461, 1359
35171, 23838, 63982, 15795, 156787, 17213, 61259, 146534, 1134408, 1077
37435, 24745, 67193, 16939, 171563, 17662, 64310, 193685, 1054091, 1154
40663, 28173, 75352, 18577, 232005, 18586, 74636, 279025, 913712, 1095
75092, 48695, 135124, 35853, 394551, 37960, 134603, 415772, 3046202, 2811
79733, 52502, 145545, 38621, 517885, 44068, 166236, 639056, 2964099, 3092
82163, 53885, 146778, 38762, 434549, 41804, 176402, 604487, 2620037, 1699
57282, 38736, 187711, 32222, 287868, 29965, 101667, 450408, 2171197, 2430
36651, 25474, 64044, 16567, 154963, 16887, 61693, 177051, 987008, 1660
53058, 34617, 95100, 25497, 268679, 26236, 108377, 271992, 1758259, 1672
74897, 57403, 160201, 34468, 504499, 23473, 85742, 391121, 2113022, 3027
36082, 24993, 64913, 17098, 156471, 17094, 61224, 172442, 920606, 1174
36401, 25983, 66809, 16447, 169683, 17383, 63570, 171989, 1108873, 1206
39904, 25914, 70245, 18250, 178929, 17854, 66106, 205143, 1073676, 1320
48022, 93727, 108546, 27849, 298099, 29430, 111880, 424524, 1943383, 2024
56894, 37507, 103975, 26887, 296304, 28147, 114202, 389134, 2168804, 2282
54785, 37291, 97230, 26058, 292930, 27204, 104186, 460846, 2761364, 2494
159622, 62810, 158148, 39258, 425585, 41582, 152967, 473141, 2740055, 1539
82198, 53635, 144312, 38490, 431603, 41638, 148436, 467949, 2903996, 3358
100540, 64609, 198859, 48217, 816025, 53489, 124127, 806855, 3025848, 1365
39756, 26324, 70066, 18028, 185815, 27523, 68976, 186682, 1815144, 2072
95348, 60876, 156524, 20391, 166954, 21043, 73787, 160898, 1204106, 2824
74660, 50255, 213899, 35876, 394748, 92077, 137721, 456735, 2560991, 3159
80931, 54968, 143485, 39358, 432635, 45607, 151554, 558953, 2535524, 1878
53735, 35950, 95632, 25491, 273746, 27135, 94781, 286535, 1766653, 2349
68445, 45336, 125873, 32721, 355101, 34646, 170031, 479527, 2727656, 2651
53342, 48622, 92577, 25216, 261396, 27897, 99605, 246685, 1636940, 2014
48404, 32270, 111824, 23918, 261996, 32168, 102296, 306414, 1703928, 1629
73207, 52188, 115421, 30982, 403347, 35188, 118945, 508303, 4002455, 3555
69743, 45902, 134643, 32567, 378729, 35648, 119797, 619705, 2913277, 3062
81617, 53860, 234538, 39523, 301383, 40691, 20932, 397572, 2380612, 2806
68541, 53973, 122919, 32036, 260561, 35687, 18288, 436262, 1914736, 2080
88652, 54391, 148677, 39954, 453813, 42430, 175818, 575093, 2708281, 2639
82822, 44709, 146487, 32994, 396195, 41710, 139930, 472222, 3042202, 2442
74704, 75318, 156835, 36125, 388543, 38976, 247558, 556818, 4821820, 3693
73324, 48802, 213449, 35800, 386529, 38121, 134660, 574611, 2528563, 2409
73986, 48744, 132937, 35118, 272118, 40210, 18705, 349865, 1950192, 2436
85035, 55269, 152335, 39533, 537434, 46564, 184106, 998418, 4961793, 4159
85586, 53239, 148441, 39127, 325496, 42555, 21964, 388883, 2100773, 2967
80885, 54076, 147188, 42110, 455406, 41293, 91895, 578736, 2574097, 2365
34908, 24783, 65608, 17038, 154195, 18002, 65092, 193969, 896469, 1182
108315, 24758, 65289, 17339, 157412, 18134, 65835, 226438, 969301, 1447
62530, 25299, 63807, 16804, 155664, 18039, 41153, 173535, 1007613, 1501
58744, 25413, 65817, 17163, 159758, 18896, 63466, 217030, 1016891, 1747
55547, 57063, 133014, 269441, 550577, 52813, 123774, 723731, 2147491, 2390
62281, 47168, 128321, 34561, 378315, 40130, 141725, 318350, 2585209, 2677
70433, 55768, 148776, 39012, 488807, 46997, 24567, 397266, 2574850, 2931
70618, 55083, 150671, 39513, 430396, 42149, 138590, 398880, 2846041, 2876
70642, 55559, 144207, 39138, 431173, 43367, 163550, 455712, 2868456, 2877
69835, 55028, 147950, 38917, 425249, 40671, 158449, 374110, 2924341, 2811
68949, 53670, 140393, 38711, 426407, 42054, 170360, 792513, 4459796, 3869
50, 1, 98, 23465
tx, check, getRandomReady, getFunc, getPair, acquireLocks, perfFunc, rmFITS/READY, newFITS/READY, txRelease
66031, 50767, 121230, 43217, 348200, 41305, 409273, 367389, 2683722, 2660
64384, 48637, 128157, 55520, 273023, 38632, 37146, 350369, 3895168, 3261
125706, 114098, 225650, 113459, 168036, 35746, 673367, 277767, 1841536, 2152
56056, 29094, 69886, 99924, 118579, 18910, 15971, 177492, 1073365, 893
40747, 29647, 111376, 30094, 244137, 23678, 139468, 394983, 1567568, 1126
50023, 24334, 65452, 24316, 155046, 17051, 72802, 157968, 1408106, 1000
29577, 23637, 66864, 24186, 156084, 16931, 69634, 154470, 1335177, 1152
30081, 24459, 84537, 30449, 164360, 24220, 19117, 175211, 1000053, 1901
29899, 24531, 67929, 24753, 111901, 16770, 13002, 176394, 984136, 1260
34277, 27312, 76007, 25142, 155844, 22004, 15348, 253657, 1635936, 1316
29054, 26053, 79091, 30361, 197474, 17410, 14025, 163855, 1072368, 1135
31833, 135283, 95133, 48879, 343522, 23586, 20368, 177118, 1361010, 1431
30191, 117807, 69409, 23311, 74130, 18282, 13876, 101683, 756758, 1235
30941, 62234, 76965, 24406, 236648, 16978, 85423, 176568, 1696195, 1195
28765, 19079, 68495, 22147, 71384, 17110, 13764, 97414, 720846, 1021
29506, 19010, 70626, 23161, 240829, 17855, 80491, 151647, 1498475, 1123
28862, 19087, 69507, 23287, 117401, 17244, 94818, 137581, 896683, 1215
31461, 20711, 64943, 25153, 155737, 19467, 15493, 144340, 1243121, 1163
29259, 19688, 71061, 22511, 222204, 18568, 44077, 165279, 1660256, 1363
29629, 19751, 68939, 22057, 227026, 18593, 72653, 180623, 1508237, 1130
30006, 19598, 80129, 25226, 86930, 18732, 77518, 202754, 1050608, 1206
29720, 19647, 69670, 22263, 145525, 17276, 13641, 141586, 1178485, 1097
44376, 21960, 76710, 23226, 227670, 17561, 117212, 220229, 1568404, 1132
28765, 19217, 69656, 22428, 223272, 32812, 78187, 174298, 1511325, 1223
29884, 19967, 71599, 22849, 228105, 16972, 72527, 209331, 1567193, 1339
31450, 19893, 77067, 22531, 74962, 18013, 13765, 150885, 990970, 1188
74874, 22467, 77872, 27759, 143699, 30480, 130160, 144344, 1450052, 1340
32451, 20635, 70857, 24950, 91923, 20260, 81540, 183532, 1278544, 1177
31017, 21672, 79435, 24147, 82753, 20058, 15050, 143056, 946246, 1350
30465, 19824, 72826, 22177, 124489, 19276, 101586, 79145, 963586, 1451
32520, 21523, 68136, 22800, 83042, 19141, 14653, 140633, 926859, 1356
32267, 20255, 71645, 24464, 233673, 19315, 82146, 263053, 1730227, 1458
33221, 22528, 79763, 26488, 104040, 22759, 95205, 243528, 1922186, 1678
30722, 20285, 69450, 24495, 122405, 18390, 11881, 123094, 1082673, 1393
33492, 21000, 73491, 25687, 102275, 24540, 75562, 134812, 817556, 1076
31978, 20208, 66938, 23766, 78105, 16882, 67517, 175449, 812657, 991
32833, 21521, 71015, 24484, 97518, 17502, 120404, 88929, 1020920, 1522
31904, 23406, 73594, 30061, 99189, 24081, 17158, 193064, 956143, 1231
30375, 19356, 80465, 28381, 169189, 16987, 92970, 174324, 2538387, 1553
68998, 42620, 244341, 54933, 232860, 42264, 170580, 393082, 2571579, 1481
68818, 43813, 151092, 53389, 448706, 41858, 118455, 587930, 2609024, 1924
69455, 43382, 152064, 54787, 466180, 43678, 183019, 412826, 2999142, 2489
68728, 44805, 151413, 52262, 446737, 42665, 191512, 577634, 3539413, 2741
69540, 43832, 154821, 54242, 234384, 42270, 32948, 358259, 2219488, 2796
51130, 32656, 114733, 40958, 138643, 30297, 121548, 264764, 1753950, 1907
32156, 21147, 75090, 24505, 96720, 18383, 71761, 204030, 1797921, 2373
44113, 28714, 100234, 35256, 120803, 25683, 114120, 293220, 1427892, 2027
74183, 46989, 177315, 57613, 185080, 39354, 171191, 683726, 2733309, 1194
58996, 37572, 232215, 52570, 404649, 37861, 160577, 354694, 3464591, 2642
81376, 53008, 184952, 54748, 194164, 68152, 204486, 376530, 2520260, 2837
67460, 43222, 171754, 108532, 261198, 43046, 241754, 169303, 2154498, Knapsack Testing
No. of Solution Systems, Trial, Pre-processing, Execution
50, 0, 609, 0
tx, check, getRandomReady, getFunc, getPair, acquireLocks, perfFunc, rmFITS/READY, newFITS/READY, txRelease
173895, 5725098, 1289922, 39051191, 7162711, 1367509, 70044948, 5961933, 36388786, 3201
62546, 54682, 209261, 129257, 1742296, 91788, 325185, 741533, 7408958, 2580
90498, 72644, 194492, 109950, 502643, 151548, 2114869, 1806354, 17405206, 3088
101059, 96577, 292027, 731114, 683995, 297486, 510267, 1597521, 12919851, 2883
102116, 112299, 224247, 154915, 592221, 111252, 789172, 1769459, 10485942, 3005
94106, 70464, 201936, 186211, 521894, 119414, 408472, 1625627, 13055526, 3194
103398, 74947, 247061, 134359, 573285, 152107, 389752, 2763980, 11685679, 3739
83071, 67252, 255987, 116069, 1560687, 88279, 391021, 541306, 6977222, 2806
81061, 75932, 180760, 66246, 411117, 122679, 437369, 1282785, 10196475, 2705
98144, 75992, 211684, 88003, 379174, 169121, 450933, 1114091, 6827659, 3265
63380, 55648, 142511, 55699, 213818, 56743, 24004, 772894, 6975384, 3272
160560, 141373, 390278, 134072, 1011747, 164241, 697701, 1753595, 11129992, 3382
132748, 255705, 448696, 136928, 857804, 141524, 692312, 2497204, 8584192, 2829
92402, 69749, 258694, 96027, 1245038, 69075, 333660, 331551, 4822795, 2822
83625, 67896, 209876, 233687, 524994, 84095, 243258, 1186512, 6789884, 4173
132457, 86602, 205266, 92806, 441820, 81266, 354919, 1418703, 5682031, 2668
157265, 103663, 265759, 86083, 393903, 110335, 496557, 789836, 6628577, 4739
109457, 137650, 349742, 79398, 398181, 103198, 46261, 1396074, 4650075, 5810
134301, 88236, 227965, 64324, 435284, 101827, 396263, 2884321, 8547515, 2786
120470, 103018, 261169, 166855, 483125, 122652, 397046, 1180548, 7785091, 2610
63227, 54271, 189584, 55489, 919405, 80835, 407127, 366321, 5232610, 3094
